Name,Profession,Location,Address,City,State,Postal_Code,Phone,Website,Email,NPI,Source
N/A,dentist,"Los Angeles, CA","318 S DETROIT ST APT 407, LOS ANGELES, CA, 900363583",LOS ANGELES,CA,900363583,805-807-1103,N/A,N/A,1649835000,NPI Registry
N/A,dentist,"Los Angeles, CA","1000 W WHITTIER BLVD, MONTEBELLO, CA, 906404639",MONTEBELLO,CA,906404639,323-346-0208,N/A,N/A,1427264571,NPI Registry
N/A,dentist,"Los Angeles, CA","3875 WILSHIRE BLVD, SUITE 805, LOS ANGELES, CA, 900103205",LOS ANGELES,CA,900103205,213-387-3917,N/A,N/A,1265652648,NPI Registry
N/A,dentist,"Los Angeles, CA","2116 BEVERLY BLVD, LOS ANGELES, CA, 900572204",LOS ANGELES,CA,900572204,213-484-9418,N/A,N/A,1841402898,NPI Registry
N/A,dentist,"Los Angeles, CA","6200 WILSHIRE BLVD, SUITE 1508, LOS ANGELES, CA, 90048",LOS ANGELES,CA,90048,323-938-6137,N/A,N/A,1700954385,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W 34TH ST, LOS ANGELES, CA, 900890058",LOS ANGELES,CA,900890058,213-740-2805,N/A,N/A,1952178584,NPI Registry
N/A,dentist,"Los Angeles, CA","133 S SWALL DR, #3, LOS ANGELES, CA, 900483032",LOS ANGELES,CA,900483032,818-425-7147,N/A,N/A,1083933956,NPI Registry
N/A,dentist,"Los Angeles, CA","5807 N FIGUEROA ST, LOS ANGELES, CA, 900424227",LOS ANGELES,CA,900424227,323-982-0999,N/A,N/A,1477323699,NPI Registry
N/A,dentist,"Los Angeles, CA","30451 AVENIDA DE LAS FLORES, RANCHO SANTA MARGARITA, CA, 926883953",RANCHO SANTA MARGARITA,CA,926883953,949-355-3290,N/A,N/A,1881226017,NPI Registry
N/A,dentist,"Los Angeles, CA","11607 W WASHINGTON BLVD, LOS ANGELES, CA, 900665915",LOS ANGELES,CA,900665915,310-398-6161,N/A,N/A,1205921269,NPI Registry
N/A,dentist,"Los Angeles, CA","1200 N STATE ST., CLINIC TOWER, SUITE A7D, LOS ANGELES, CA, 900331029",LOS ANGELES,CA,900331029,323-409-2345,N/A,N/A,1255834560,NPI Registry
N/A,dentist,"Los Angeles, CA","3727 W SUNSET BLVD, LOS ANGELES, CA, 900261527",LOS ANGELES,CA,900261527,323-665-9693,N/A,N/A,1093998544,NPI Registry
N/A,dentist,"Los Angeles, CA","11301 WILSHIRE BLVD, LOS ANGELES, CA, 900731003",LOS ANGELES,CA,900731003,971-409-4644,N/A,N/A,1710275375,NPI Registry
N/A,dentist,"Los Angeles, CA","4210 EAGLE ROCK BLVD, LOS ANGELES, CA, 900654405",LOS ANGELES,CA,900654405,323-550-8341,N/A,N/A,1659492171,NPI Registry
N/A,dentist,"Los Angeles, CA","6227 WILSHIRE BLVD, LOS ANGELES, CA, 900485103",LOS ANGELES,CA,900485103,323-525-0005,N/A,N/A,1073779187,NPI Registry
N/A,dentist,"Los Angeles, CA","12209 SANTA MONICA BLVD, LOS ANGELES, CA, 900252517",LOS ANGELES,CA,900252517,818-621-1330,N/A,N/A,1255665659,NPI Registry
N/A,dentist,"Los Angeles, CA","8393 TOPANGA CANYON BLVD, WEST HILLS, CA, 913042343",WEST HILLS,CA,913042343,818-227-8986,N/A,N/A,1609693654,NPI Registry
N/A,dentist,"Los Angeles, CA","16101 VENTURA BLVD STE 329, ENCINO, CA, 914362516",ENCINO,CA,914362516,818-399-4525,N/A,N/A,1730916347,NPI Registry
N/A,dentist,"Los Angeles, CA","4972 W PICO BLVD, STE 107, LOS ANGELES, CA, 900194200",LOS ANGELES,CA,900194200,323-931-6664,N/A,N/A,1851319842,NPI Registry
N/A,dentist,"Los Angeles, CA","3671 JASMINE AVE, APPT 5, LOS ANGELES, CA, 900345061",LOS ANGELES,CA,900345061,617-990-2085,N/A,N/A,1023264652,NPI Registry
N/A,dentist,"Los Angeles, CA","687 S VERMONT AVE, LOS ANGELES, CA, 900051349",LOS ANGELES,CA,900051349,213-381-7770,N/A,N/A,1013435023,NPI Registry
N/A,dentist,"Los Angeles, CA","1127 WILSHIRE BLVD, LOS ANGELES, CA, 900173901",LOS ANGELES,CA,900173901,213-481-0664,N/A,N/A,1699113050,NPI Registry
N/A,dentist,"Los Angeles, CA","28212 KELLY JOHNSON PKWY STE 170, VALENCIA, CA, 913555087",VALENCIA,CA,913555087,661-257-6453,N/A,N/A,1609293406,NPI Registry
N/A,dentist,"Los Angeles, CA","355 W MANCHESTER AVE, LOS ANGELES, CA, 900033327",LOS ANGELES,CA,900033327,323-751-4108,N/A,N/A,1720299043,NPI Registry
N/A,dentist,"Los Angeles, CA","200 1ST STREET SW, ROCHESTER, MN, 559050001",ROCHESTER,MN,559050001,507-284-2511,N/A,N/A,1023416120,NPI Registry
N/A,dentist,"Los Angeles, CA","1725 W 6TH ST, LOS ANGELES, CA, 900171000",LOS ANGELES,CA,900171000,213-413-5151,N/A,N/A,1295993582,NPI Registry
N/A,dentist,"Los Angeles, CA","1247 STONER AVE, APT 301, LOS ANGELES, CA, 900251600",LOS ANGELES,CA,900251600,775-830-3279,N/A,N/A,1083056014,NPI Registry
N/A,dentist,"Los Angeles, CA","5101 SANTA MONICA BLVD STE 15, LOS ANGELES, CA, 900292481",LOS ANGELES,CA,900292481,323-665-5423,N/A,N/A,1720175722,NPI Registry
N/A,dentist,"Los Angeles, CA","5101 SANTA MONICA BLVD STE 15, LOS ANGELES, CA, 900292481",LOS ANGELES,CA,900292481,323-665-5423,N/A,N/A,1437721701,NPI Registry
N/A,dentist,"Los Angeles, CA","530 E WASHINGTON BLVD, LOS ANGELES, CA, 900153723",LOS ANGELES,CA,900153723,213-222-2990,N/A,N/A,1598828717,NPI Registry
N/A,dentist,"Los Angeles, CA","11301 WILSHIRE BLVD, LOS ANGELES, CA, 900731003",LOS ANGELES,CA,900731003,310-478-3711,N/A,N/A,1508578477,NPI Registry
N/A,dentist,"Los Angeles, CA","1127 WILSHIRE BLVD, SUITE 1504, LOS ANGELES, CA, 900173901",LOS ANGELES,CA,900173901,213-201-1388,N/A,N/A,1710078472,NPI Registry
N/A,dentist,"Los Angeles, CA","2080 CENTURY PARK E STE 1516, LOS ANGELES, CA, 900672018",LOS ANGELES,CA,900672018,310-286-3111,N/A,N/A,1124543574,NPI Registry
N/A,dentist,"Los Angeles, CA","100 MEDICAL PLAZA SUITE 350, LOS ANGELES, CA, 900950001",LOS ANGELES,CA,900950001,310-794-5750,N/A,N/A,1073108023,NPI Registry
N/A,dentist,"Los Angeles, CA","4533 LOS FELIZ BLVD, APT 310, LOS ANGELES, CA, 900272057",LOS ANGELES,CA,900272057,714-553-5802,N/A,N/A,1417393729,NPI Registry
N/A,dentist,"Los Angeles, CA","1357 E FLORENCE AVE, LOS ANGELES, CA, 900011934",LOS ANGELES,CA,900011934,323-835-0444,N/A,N/A,1477267490,NPI Registry
N/A,dentist,"Los Angeles, CA","4165 BEVERLY BLVD, LOS ANGELES, CA, 900044418",LOS ANGELES,CA,900044418,323-331-9242,N/A,N/A,1558848861,NPI Registry
N/A,dentist,"Los Angeles, CA","6021 MONTEREY RD, LOS ANGELES, CA, 900424326",LOS ANGELES,CA,900424326,323-553-0055,N/A,N/A,1922369305,NPI Registry
N/A,dentist,"Los Angeles, CA","1310 BARRY AVE APT 101, LOS ANGELES, CA, 900253955",LOS ANGELES,CA,900253955,714-580-4353,N/A,N/A,1669461802,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W 34TH ST RM 102, LOS ANGELES, CA, 900890058",LOS ANGELES,CA,900890058,213-740-9066,N/A,N/A,1316288731,NPI Registry
N/A,dentist,"Los Angeles, CA","1031 W 34TH ST STE 401, LOS ANGELES, CA, 900893603",LOS ANGELES,CA,900893603,213-740-2012,N/A,N/A,1265139075,NPI Registry
N/A,dentist,"Los Angeles, CA","5701 S HOOVER ST, LOS ANGELES, CA, 900374045",LOS ANGELES,CA,900374045,323-541-1411,N/A,N/A,1831996966,NPI Registry
N/A,dentist,"Los Angeles, CA","11633 SAN VICENTE BLVD, SUITE #308, LOS ANGELES, CA, 900496511",LOS ANGELES,CA,900496511,310-207-3707,N/A,N/A,1881805844,NPI Registry
N/A,dentist,"Los Angeles, CA","1688 N PERRIS BLVD STE 103, PERRIS, CA, 925714709",PERRIS,CA,925714709,951-688-9363,N/A,N/A,1497342737,NPI Registry
N/A,dentist,"Los Angeles, CA","8615 S BROADWAY, KLEINMAN & WALLACE PROF DENTAL CORP, LOS ANGELES, CA, 90003",LOS ANGELES,CA,90003,323-752-3116,N/A,N/A,1679652812,NPI Registry
N/A,dentist,"Los Angeles, CA","5757 WILSHIRE BLVD STE 360, LOS ANGELES, CA, 900363683",LOS ANGELES,CA,900363683,323-988-8021,N/A,N/A,1902295108,NPI Registry
N/A,dentist,"Los Angeles, CA","10833 LE CONTE AVE, LOS ANGELES, CA, 900953075",LOS ANGELES,CA,900953075,310-267-1196,N/A,N/A,1073441689,NPI Registry
N/A,dentist,"Los Angeles, CA","11812 GATEWAY BLVD APT 2, LOS ANGELES, CA, 900642749",LOS ANGELES,CA,900642749,310-447-8836,N/A,N/A,1912650037,NPI Registry
N/A,dentist,"Los Angeles, CA","11812 GATEWAY BLVD APT 2, LOS ANGELES, CA, 900642749",LOS ANGELES,CA,900642749,310-500-0776,N/A,N/A,1285491605,NPI Registry
N/A,dentist,"Los Angeles, CA","3756 SANTA ROSALIA DR., 224, LOS ANGELES, CA, 900083616",LOS ANGELES,CA,900083616,323-294-6187,N/A,N/A,1487868006,NPI Registry
N/A,dentist,"Los Angeles, CA","3932 WILSHIRE BLVD, LOS ANGELES, CA, 900103307",LOS ANGELES,CA,900103307,213-386-3336,N/A,N/A,1891302485,NPI Registry
N/A,dentist,"Los Angeles, CA","3126 S BENTLEY AVE, LOS ANGELES, CA, 900343008",LOS ANGELES,CA,900343008,310-345-6989,N/A,N/A,1487486171,NPI Registry
N/A,dentist,"Los Angeles, CA","1655 HILLHURST AVE STE 103, LOS ANGELES, CA, 900275581",LOS ANGELES,CA,900275581,323-644-2676,N/A,N/A,1588710958,NPI Registry
N/A,dentist,"Los Angeles, CA","14649 VICTORY BLVD STE 24, VAN NUYS, CA, 914114101",VAN NUYS,CA,914114101,818-779-1663,N/A,N/A,1679311518,NPI Registry
N/A,dentist,"Los Angeles, CA","HARVARD DENTAL CENTER, 188 LONGWOOD AVE., BOSTON, MA, 02155",BOSTON,MA,02155,617-432-1434,N/A,N/A,1992447700,NPI Registry
N/A,dentist,"Los Angeles, CA","2424 W 3RD ST, LOS ANGELES, CA, 900571908",LOS ANGELES,CA,900571908,213-382-8228,N/A,N/A,1457420812,NPI Registry
N/A,dentist,"Los Angeles, CA","1031 W 34TH ST STE 401, LOS ANGELES, CA, 900893603",LOS ANGELES,CA,900893603,213-740-2012,N/A,N/A,1689439259,NPI Registry
N/A,dentist,"Los Angeles, CA","4518 CRENSHAW BLVD, LOS ANGELES, CA, 900431221",LOS ANGELES,CA,900431221,323-293-5223,N/A,N/A,1972712735,NPI Registry
N/A,dentist,"Los Angeles, CA","100 UCLA MEDICAL PLAZA #350, LOS ANGELES, CA, 900950001",LOS ANGELES,CA,900950001,310-794-5750,N/A,N/A,1689853301,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W 34TH ST, LOS ANGELES, CA, 900890058",LOS ANGELES,CA,900890058,213-740-2805,N/A,N/A,1104407501,NPI Registry
N/A,dentist,"Los Angeles, CA","3932 WILSHIRE BLVD, UNIT 100, LOS ANGELES, CA, 900103307",LOS ANGELES,CA,900103307,213-386-3336,N/A,N/A,1699800920,NPI Registry
N/A,dentist,"Los Angeles, CA","2530 NW MEDICAL PARK DR, ROSEBURG, OR, 974715510",ROSEBURG,OR,974715510,541-673-6511,N/A,N/A,1912571738,NPI Registry
N/A,dentist,"Los Angeles, CA","9755 ALONDRA BLVD, BELLFLOWER, CA, 907063677",BELLFLOWER,CA,907063677,562-925-2397,N/A,N/A,1417025677,NPI Registry
N/A,dentist,"Los Angeles, CA","601 S HIGH ST, DELANO, CA, 93215",DELANO,CA,93215,661-725-9999,N/A,N/A,1215231501,NPI Registry
N/A,dentist,"Los Angeles, CA","5222 W SUNSET BLVD, LOS ANGELES, CA, 900275710",LOS ANGELES,CA,900275710,323-666-2222,N/A,N/A,1891870796,NPI Registry
N/A,dentist,"Los Angeles, CA","1321 N VERMONT AVENUE, LOS ANGELES, CA, 900276307",LOS ANGELES,CA,900276307,323-953-9183,N/A,N/A,1992830806,NPI Registry
N/A,dentist,"Los Angeles, CA","11775 SANTA MONICA BLVD, LOS ANGELES, CA, 900252843",LOS ANGELES,CA,900252843,310-444-1818,N/A,N/A,1669517363,NPI Registry
N/A,dentist,"Los Angeles, CA","1818 FAIRBURN AVE APT 301, LOS ANGELES, CA, 900254931",LOS ANGELES,CA,900254931,310-991-1296,N/A,N/A,1821298142,NPI Registry
N/A,dentist,"Los Angeles, CA","2613 W SUNSET BLVD, LOS ANGELES, CA, 900263905",LOS ANGELES,CA,900263905,213-484-1845,N/A,N/A,1104972397,NPI Registry
N/A,dentist,"Los Angeles, CA","7239 VAN NUYS BLVD # 6, VAN NUYS, CA, 914055863",VAN NUYS,CA,914055863,818-785-2424,N/A,N/A,1427124510,NPI Registry
N/A,dentist,"Los Angeles, CA","4000 BEVERLY BLVD, LOS ANGELES, CA, 900043314",LOS ANGELES,CA,900043314,310-500-9320,N/A,N/A,1972237725,NPI Registry
N/A,dentist,"Los Angeles, CA","6200 SAN VICENTE BLVD, LOS ANGELES, CA, 900485416",LOS ANGELES,CA,900485416,310-295-8050,N/A,N/A,1255227401,NPI Registry
N/A,dentist,"Los Angeles, CA","13334 LIMONITE AVE STE 120, EASTVALE, CA, 928807257",EASTVALE,CA,928807257,951-228-9294,N/A,N/A,1598375131,NPI Registry
N/A,dentist,"Los Angeles, CA","7210 DAY CREEK BLVD STE 110, RANCHO CUCAMONGA, CA, 917397543",RANCHO CUCAMONGA,CA,917397543,909-803-1111,N/A,N/A,1497326862,NPI Registry
N/A,dentist,"Los Angeles, CA","3500 E WHITTIER BLVD, #101, LOS ANGELES, CA, 90023",LOS ANGELES,CA,90023,323-264-8834,N/A,N/A,1063619062,NPI Registry
N/A,dentist,"Los Angeles, CA","10801 VENICE BLVD, LOS ANGELES, CA, 900347103",LOS ANGELES,CA,900347103,310-836-3476,N/A,N/A,1912209255,NPI Registry
N/A,dentist,"Los Angeles, CA","1451 N MONTEBELLO BLVD, MONTEBELLO, CA, 906402584",MONTEBELLO,CA,906402584,323-724-9955,N/A,N/A,1437342326,NPI Registry
N/A,dentist,"Los Angeles, CA","906 S SOTO ST, LOS ANGELES, CA, 900231323",LOS ANGELES,CA,900231323,323-263-9064,N/A,N/A,1558422246,NPI Registry
N/A,dentist,"Los Angeles, CA","3875 WILSHIRE BLVD, SUITE 901, LOS ANGELES, CA, 900103205",LOS ANGELES,CA,900103205,310-855-2923,N/A,N/A,1356390520,NPI Registry
N/A,dentist,"Los Angeles, CA","VA GREATER LOS ANGELES HEALTHCARE SYSTEM - DENT SERVICE, 11301 WISHIRE BLVD., LOS ANGELES, CA, 90073",LOS ANGELES,CA,90073,310-478-3711,N/A,N/A,1023054384,NPI Registry
N/A,dentist,"Los Angeles, CA","10921 WILSHIRE BLVD STE 1112, LOS ANGELES, CA, 900244005",LOS ANGELES,CA,900244005,310-208-4084,N/A,N/A,1912122870,NPI Registry
N/A,dentist,"Los Angeles, CA","2080 CENTURY PARK EAST, #1710, LOS ANGELES, CA, 900672020",LOS ANGELES,CA,900672020,310-553-3232,N/A,N/A,1255459343,NPI Registry
N/A,dentist,"Los Angeles, CA","2995 CLAIREMONT DR STE A, SAN DIEGO, CA, 921176766",SAN DIEGO,CA,921176766,858-200-0827,N/A,N/A,1588349716,NPI Registry
N/A,dentist,"Los Angeles, CA","11633 SAN VICENTE BLVD, #308, LOS ANGELES, CA, 90049",LOS ANGELES,CA,90049,310-207-7725,N/A,N/A,1619191582,NPI Registry
N/A,dentist,"Los Angeles, CA","149 S BARRINGTON AVE # 321, LOS ANGELES, CA, 900493310",LOS ANGELES,CA,900493310,310-770-4476,N/A,N/A,1679775043,NPI Registry
N/A,dentist,"Los Angeles, CA","5850 S MAIN ST, LOS ANGELES, CA, 900031215",LOS ANGELES,CA,900031215,909-538-2528,N/A,N/A,1376217752,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W 34TH ST # 102, LOS ANGELES, CA, 900891003",LOS ANGELES,CA,900891003,213-740-5006,N/A,N/A,1922622570,NPI Registry
N/A,dentist,"Los Angeles, CA","1127 WILSHIRE BLVD, SUITE 1203, LOS ANGELES, CA, 900173901",LOS ANGELES,CA,900173901,213-482-9219,N/A,N/A,1215152491,NPI Registry
N/A,dentist,"Los Angeles, CA","1509 PANDORA AVE, LOS ANGELES, CA, 900246111",LOS ANGELES,CA,900246111,415-246-8182,N/A,N/A,1619151008,NPI Registry
N/A,dentist,"Los Angeles, CA","1530 S OLIVE ST, LOS ANGELES, CA, 900153023",LOS ANGELES,CA,900153023,213-747-5542,N/A,N/A,1508298761,NPI Registry
N/A,dentist,"Los Angeles, CA","44407 CHALLENGER WAY, LANCASTER, CA, 935353237",LANCASTER,CA,935353237,657-236-0483,N/A,N/A,1548808678,NPI Registry
N/A,dentist,"Los Angeles, CA","2515 W PICO BLVD, LOS ANGELES, CA, 900064003",LOS ANGELES,CA,900064003,213-384-4555,N/A,N/A,1225176506,NPI Registry
N/A,dentist,"Los Angeles, CA","11901 SANTA MONICA BLVD # 201, LOS ANGELES, CA, 900252767",LOS ANGELES,CA,900252767,213-839-0128,N/A,N/A,1346131919,NPI Registry
N/A,dentist,"Los Angeles, CA","11681 GORHAM AVE APT 8, LOS ANGELES, CA, 900494750",LOS ANGELES,CA,900494750,766-229-9952,N/A,N/A,1982248944,NPI Registry
N/A,dentist,"Los Angeles, CA","313 S MCCADDEN PL, LOS ANGELES, CA, 900204817",LOS ANGELES,CA,900204817,323-936-4928,N/A,N/A,1437513801,NPI Registry
N/A,dentist,"Los Angeles, CA","3119 GLENDALE BLVD, LOS ANGELES, CA, 900391805",LOS ANGELES,CA,900391805,323-660-5186,N/A,N/A,1407061948,NPI Registry
N/A,dentist,"Los Angeles, CA","814 S HARVARD BLVD, APT 12, LOS ANGELES, CA, 90005",LOS ANGELES,CA,90005,323-239-2993,N/A,N/A,1235593351,NPI Registry
N/A,dentist,"Los Angeles, CA","5205 MELROSE AVE, LOS ANGELES, CA, 900383144",LOS ANGELES,CA,900383144,323-653-1990,N/A,N/A,1043047483,NPI Registry
N/A,dentist,"Los Angeles, CA","3119 GLENDALE BLVD, LOS ANGELES, CA, 900391805",LOS ANGELES,CA,900391805,323-660-5186,N/A,N/A,1376758813,NPI Registry
N/A,dentist,"Los Angeles, CA","3165 DONA CHRISTINA PL, STUDIO CITY, CA, 916044237",STUDIO CITY,CA,916044237,512-363-9415,N/A,N/A,1740719012,NPI Registry
N/A,dentist,"Los Angeles, CA","6333 WILSHIRE BLVD, # 504, LOS ANGELES, CA, 900485702",LOS ANGELES,CA,900485702,323-648-0001,N/A,N/A,1538361910,NPI Registry
N/A,dentist,"Los Angeles, CA","555 N SPRING ST APT A237, LOS ANGELES, CA, 900124654",LOS ANGELES,CA,900124654,480-519-7420,N/A,N/A,1790567907,NPI Registry
N/A,dentist,"Los Angeles, CA","5757 WILSHIRE BLVD, 555, LOS ANGELES, CA, 900365810",LOS ANGELES,CA,900365810,323-904-4800,N/A,N/A,1548350069,NPI Registry
N/A,dentist,"Los Angeles, CA","3506 S BENTLEY AVE, 205, LOS ANGELES, CA, 900346553",LOS ANGELES,CA,900346553,310-779-6757,N/A,N/A,1437347283,NPI Registry
N/A,dentist,"Los Angeles, CA","11725 W WASHINGTON BLVD, LOS ANGELES, CA, 900665917",LOS ANGELES,CA,900665917,310-391-7173,N/A,N/A,1639394901,NPI Registry
N/A,dentist,"Los Angeles, CA","8723 ALDEN DRIVE, LOS ANGELES, CA, 90048",LOS ANGELES,CA,90048,310-423-6361,N/A,N/A,1619154267,NPI Registry
N/A,dentist,"Los Angeles, CA","1127 WILSHIRE BLVD, SUITE 509, LOS ANGELES, CA, 900173901",LOS ANGELES,CA,900173901,213-481-2080,N/A,N/A,1750681524,NPI Registry
N/A,dentist,"Los Angeles, CA","435 ARNAZ DR APT 103, LOS ANGELES, CA, 900483963",LOS ANGELES,CA,900483963,310-801-0282,N/A,N/A,1790929958,NPI Registry
N/A,dentist,"Los Angeles, CA","3945 WHITTIER BLVD, LOS ANGELES, CA, 900232440",LOS ANGELES,CA,900232440,323-265-1998,N/A,N/A,1790862340,NPI Registry
N/A,dentist,"Los Angeles, CA","8300 VALLEY CIRCLE BLVD STE B, WEST HILLS, CA, 913043023",WEST HILLS,CA,913043023,818-348-6068,N/A,N/A,1154093623,NPI Registry
N/A,dentist,"Los Angeles, CA","330 W OREGON AVE STE H, PHILADELPHIA, PA, 191484723",PHILADELPHIA,PA,191484723,215-467-3190,N/A,N/A,1922660448,NPI Registry
N/A,dentist,"Los Angeles, CA","3977 COCHRAN ST STE E, SIMI VALLEY, CA, 930632371",SIMI VALLEY,CA,930632371,805-583-3339,N/A,N/A,1699343871,NPI Registry
N/A,dentist,"Los Angeles, CA","10833 LE CONTE AVE # CHS10157, LOS ANGELES, CA, 900956384",LOS ANGELES,CA,900956384,310-794-1929,N/A,N/A,1821135138,NPI Registry
N/A,dentist,"Los Angeles, CA","6820 LATIJERA BLVD, SUITE # 205, LOS ANGELES, CA, 90045",LOS ANGELES,CA,90045,310-256-4326,N/A,N/A,1407244791,NPI Registry
N/A,dentist,"Los Angeles, CA","781 SEQUOIA AVE STE 4, LINDSAY, CA, 932471448",LINDSAY,CA,932471448,559-257-3230,N/A,N/A,1326650722,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W 34TH ST, LOS ANGELES, CA, 900890058",LOS ANGELES,CA,900890058,213-740-2805,N/A,N/A,1982309613,NPI Registry
N/A,dentist,"Los Angeles, CA","123 S ALVARADO ST, LOS ANGELES, CA, 900572201",LOS ANGELES,CA,900572201,213-989-7700,N/A,N/A,1346967965,NPI Registry
N/A,dentist,"Los Angeles, CA","13203 GLADSTONE AVE, SYLMAR, CA, 913423116",SYLMAR,CA,913423116,818-833-0444,N/A,N/A,1710193826,NPI Registry
